,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
6996,5804417786193683207,298.15,101.0,Liquid,2,CCCCCC(=O)OCC,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.8441100000000002,0.00011,,,10.1021/je050389b,thr
6997,8260827155580379509,298.15,101.0,Liquid,2,CCCCCC(=O)OCC,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.8570200000000002,0.00011,,,10.1021/je050389b,thr
6998,1620970417272478679,298.15,101.0,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)c1ccccc1,Solvent,0.25,,,,,,,,,,0.9031100000000002,9.500000000000002e-05,,,10.1021/je050389b,thr
6999,5288378744744371353,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)c1ccccc1,Solvent,0.5,,,,,,,,,,0.9690700000000004,9.000000000000002e-05,,,10.1021/je050389b,thr
7000,-5029872994670335651,298.15,101.0,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)c1ccccc1,Solvent,0.75,,,,,,,,,,1.0115000000000005,7.500000000000002e-05,,,10.1021/je050389b,thr
7001,-4334355097377641824,298.15,101.0,Liquid,2,CCCC(=O)OCCC(C)C,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.8218000000000002,0.000115,,,10.1021/je050389b,thr
7002,6993418691280205374,298.15,101.0,Liquid,2,CCCC(=O)OCCC(C)C,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.8399000000000002,0.000125,,,10.1021/je050389b,thr
7003,2312403290313552189,298.15,101.0,Liquid,2,CCCC(=O)OCCC(C)C,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.8509200000000001,0.00014,,,10.1021/je050389b,thr
7004,-3719840638723064373,298.15,101.0,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)Cc1ccccc1,Solvent,0.25,,,,,,,,,,0.9023700000000002,0.000105,,,10.1021/je050389b,thr
7005,8999408055019972729,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)Cc1ccccc1,Solvent,0.5,,,,,,,,,,0.9633500000000004,0.000115,,,10.1021/je050389b,thr
7006,2911215574478695535,298.15,101.0,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)Cc1ccccc1,Solvent,0.75,,,,,,,,,,1.0010300000000003,0.000135,,,10.1021/je050389b,thr
7007,-2567223412377417142,298.15,101.0,Liquid,2,CCCCCCCC(=O)OCC,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.8251700000000002,0.000115,,,10.1021/je050389b,thr
7008,2263536902507657530,298.15,101.0,Liquid,2,CCCCCCCC(=O)OCC,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.8436300000000002,0.00012,,,10.1021/je050389b,thr
7009,4968479441625904220,298.15,101.0,Liquid,2,CCCCCCCC(=O)OCC,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.8546800000000001,0.00013,,,10.1021/je050389b,thr
7068,1578352739195890011,298.15,101.32,Liquid,2,CCO,Solvent,0.75,,COCCOC,Solvent,0.25,,,,,,,,,,0.8157000000000002,0.0002,,,10.1021/je0302304,thr
7069,-6763978579106459223,298.15,101.32,Liquid,2,CCO,Solvent,0.5,,COCCOC,Solvent,0.5,,,,,,,,,,0.8363000000000002,0.0002,,,10.1021/je0302304,thr
7070,-4460083196671165694,298.15,101.32,Liquid,2,CCO,Solvent,0.2501,,COCCOC,Solvent,0.7499,,,,,,,,,,0.8507000000000002,0.0002,,,10.1021/je0302304,thr
7238,-4791628063301010430,293.15,101.0,Liquid,2,CCO,Solvent,0.7027,,CN1CCCC1=O,Solvent,0.2973,,,,,,,,,,0.8943600000000003,0.00032,,,10.1021/je100967k,thr
7239,5411165014763614490,293.15,101.0,Liquid,2,CCO,Solvent,0.5052,,CN1CCCC1=O,Solvent,0.4948,,,,,,,,,,0.9444100000000002,0.00028,,,10.1021/je100967k,thr
7240,7700172719787995541,293.15,101.0,Liquid,2,CCO,Solvent,0.2103,,CN1CCCC1=O,Solvent,0.7897,,,,,,,,,,1.0008600000000003,0.000245,,,10.1021/je100967k,thr
7418,-4549969152912635353,298.15,101.325,Liquid,2,CCCCCC=O,Solvent,0.2049,,CCO,Solvent,0.7951,,,,,,,,,,0.7910100000000002,0.001445,,,10.1021/je0502344,thr
7419,7186228093498892456,298.15,101.325,Liquid,2,CCCCCC=O,Solvent,0.5027,,CCO,Solvent,0.4972999999999999,,,,,,,,,,0.8032200000000003,0.001475,,,10.1021/je0502344,thr
7420,8283572233207613613,298.15,101.325,Liquid,2,CCCCCC=O,Solvent,0.7108,,CCO,Solvent,0.2892,,,,,,,,,,0.8142900000000002,0.001505,,,10.1021/je0502344,thr
7421,-8625267396810727386,298.15,101.325,Liquid,2,CCCCCCCC=O,Solvent,0.2019,,CCO,Solvent,0.7981,,,,,,,,,,0.7894500000000002,0.00144,,,10.1021/je0502344,thr
7422,4333596699177786554,298.15,101.325,Liquid,2,CCCCCCCC=O,Solvent,0.4952,,CCO,Solvent,0.5048,,,,,,,,,,0.7984000000000002,0.001465,,,10.1021/je0502344,thr
7423,-777177562899735103,298.15,101.325,Liquid,2,CCCCCCCC=O,Solvent,0.798,,CCO,Solvent,0.2019999999999999,,,,,,,,,,0.8109000000000002,0.0015,,,10.1021/je0502344,thr
7424,-2166813915902764262,298.15,101.325,Liquid,2,CCCCCCCCC=O,Solvent,0.293,,CCO,Solvent,0.7070000000000001,,,,,,,,,,0.7937900000000001,0.00145,,,10.1021/je0502344,thr
7425,-1044048723090207966,298.15,101.325,Liquid,2,CCCCCCCCC=O,Solvent,0.5045,,CCO,Solvent,0.4955,,,,,,,,,,0.8025200000000001,0.001475,,,10.1021/je0502344,thr
7426,-2303910691603029807,298.15,101.325,Liquid,2,CCCCCCCCC=O,Solvent,0.7855,,CCO,Solvent,0.2145,,,,,,,,,,0.8173100000000001,0.001515,,,10.1021/je0502344,thr
7427,4325666828381467103,298.15,101.325,Liquid,2,CCCCCCCCCC=O,Solvent,0.2102,,CCO,Solvent,0.7898000000000001,,,,,,,,,,0.7871400000000002,0.001435,,,10.1021/je0502344,thr
7428,-5058689516054860380,298.15,101.325,Liquid,2,CCCCCCCCCC=O,Solvent,0.5105,,CCO,Solvent,0.4895,,,,,,,,,,0.7913100000000002,0.001445,,,10.1021/je0502344,thr
7429,-353324036838763865,298.15,101.325,Liquid,2,CCCCCCCCCC=O,Solvent,0.8008,,CCO,Solvent,0.1992,,,,,,,,,,0.7967300000000002,0.00146,,,10.1021/je0502344,thr
7463,-2697847297742114157,298.15,101.0,Liquid,2,CCO,Solvent,0.7562,,CN1CCOCC1,Solvent,0.2438,,,,,,,,,,0.8372300000000003,0.000315,,,10.1021/je7005055,thr
7464,8982105778196439113,298.15,101.0,Liquid,2,CCO,Solvent,0.5018,,CN1CCOCC1,Solvent,0.4982,,,,,,,,,,0.8717300000000002,0.000335,,,10.1021/je7005055,thr
7465,9052011691312673369,298.15,101.0,Liquid,2,CCO,Solvent,0.2765999999999999,,CN1CCOCC1,Solvent,0.7234,,,,,,,,,,0.8909600000000002,0.0004,,,10.1021/je7005055,thr
7589,4568265855209501683,298.15,101.0,Liquid,2,CCO,Solvent,0.7,,CCOC(=O)CC(=O)OCC,Solvent,0.3,,,,,,,,,,0.9243090000000002,0.000146,,,10.1021/je100100n,thr
7590,-6156604417870634859,298.15,101.0,Liquid,2,CCO,Solvent,0.5001,,CCOC(=O)CC(=O)OCC,Solvent,0.4999,,,,,,,,,,0.9755770000000002,0.000107,,,10.1021/je100100n,thr
7591,6947891422877540270,298.15,101.0,Liquid,2,CCO,Solvent,0.2502999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.7497,,,,,,,,,,1.0189280000000005,0.0001035,,,10.1021/je100100n,thr
7592,3725814319902815570,298.2,101.3,Liquid,2,CCO,Solvent,0.7493000000000001,,CCOC(=O)CC(=O)OCC,Solvent,0.2507,,,,,,1.446,0.0155,,,,,,,10.1021/je9003806,thr
7593,-5022749810585540793,298.2,101.3,Liquid,2,CCO,Solvent,0.5015000000000001,,CCOC(=O)CC(=O)OCC,Solvent,0.4985,,,,,,1.848,0.02,,,,,,,10.1021/je9003806,thr
7594,-1501561653218292427,298.2,101.3,Liquid,2,CCO,Solvent,0.2534999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.7465,,,,,,1.473,0.016,,,,,,,10.1021/je9003806,thr
7635,2699755177945481854,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.1995,,CCO,Solvent,0.8005,,,,,,,,,,0.7770200000000002,0.00049,,,10.1021/je600578u,thr
7636,-2418466828588089206,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.5003,,CCO,Solvent,0.4997,,,,,,,,,,0.7703100000000002,0.00049,,,10.1021/je600578u,thr
7637,6262057020458931496,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.7013,,CCO,Solvent,0.2986999999999999,,,,,,,,,,0.7675300000000002,0.00049,,,10.1021/je600578u,thr
7638,3591777795273972445,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7,,CCO,Solvent,0.3,,,,,,,,,,0.8009700000000002,6.0000000000000015e-05,,,10.1021/je300632p,thr
7639,8033587023048078481,298.15,101.0,Liquid,2,CCCCO,Solvent,0.499,,CCO,Solvent,0.501,,,,,,,,,,0.7976500000000002,6.0000000000000015e-05,,,10.1021/je300632p,thr
7640,338606936864260463,298.15,101.0,Liquid,2,CCCCO,Solvent,0.299,,CCO,Solvent,0.701,,,,,,,,,,0.7933300000000002,6.0000000000000015e-05,,,10.1021/je300632p,thr
7641,-6079235876332210247,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.7,,CCO,Solvent,0.3,,,,,,,,,,0.8056700000000001,9.000000000000002e-05,,,10.1021/je300632p,thr
7642,6808506594935485671,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.8016000000000002,8.000000000000002e-05,,,10.1021/je300632p,thr
7643,6474563471416430149,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.3,,CCO,Solvent,0.7,,,,,,,,,,0.7962100000000002,7.000000000000002e-05,,,10.1021/je300632p,thr
7644,3662042457236936496,298.15,101.0,Liquid,2,CCCO,Solvent,0.8,,CCO,Solvent,0.2,,,,,,,,,,0.7968200000000002,6.500000000000002e-05,,,10.1021/je300632p,thr
7645,-7859326228587027125,298.15,101.0,Liquid,2,CCCO,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.7932200000000003,6.500000000000002e-05,,,10.1021/je300632p,thr
7646,-424887461635498822,298.15,101.0,Liquid,2,CCCO,Solvent,0.299,,CCO,Solvent,0.701,,,,,,,,,,0.7902100000000002,6.500000000000002e-05,,,10.1021/je300632p,thr
7695,6673464773360757060,298.15,101.3,Liquid,2,CCO,Solvent,0.2,,O=C1CCCCC1,Solvent,0.8,,,,,,,,,,0.9309200000000002,0.00052,,,10.1021/acs.jced.8b00755,thr
7696,-4741466449782192167,298.15,101.3,Liquid,2,CCO,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,,,,,,,,,0.8962500000000002,0.000535,,,10.1021/acs.jced.8b00755,thr
7697,-5591158954720591025,298.15,101.3,Liquid,2,CCO,Solvent,0.7,,O=C1CCCCC1,Solvent,0.3,,,,,,,,,,0.8609500000000002,0.00055,,,10.1021/acs.jced.8b00755,thr
7841,-5237262395101548418,298.15,101.0,Liquid,2,CC1OC(C)OC(C)O1,Solvent,0.2589,,CCO,Solvent,0.7411,,,,,,,,,,0.8795700000000003,0.001135,,,10.1021/je049556i,thr
7842,4165956530876995220,298.15,101.0,Liquid,2,CC1OC(C)OC(C)O1,Solvent,0.4485,,CCO,Solvent,0.5515,,,,,,,,,,0.9220400000000002,0.00107,,,10.1021/je049556i,thr
7843,-7698351830101274013,298.15,101.0,Liquid,2,CC1OC(C)OC(C)O1,Solvent,0.7582,,CCO,Solvent,0.2418,,,,,,,,,,0.9661500000000002,0.000975,,,10.1021/je049556i,thr
7900,-8160472737992363040,293.15,101.0,Liquid,2,CCO,Solvent,0.7,,NCCNCCO,Solvent,0.3,,,,,,,,,,0.9086300000000002,0.001135,,,10.1021/acs.jced.7b00321,thr
7901,-2526771647423177822,293.15,101.0,Liquid,2,CCO,Solvent,0.5003,,NCCNCCO,Solvent,0.4997,,,,,,,,,,0.9579200000000002,0.001135,,,10.1021/acs.jced.7b00321,thr
7902,745315294950373658,293.15,101.0,Liquid,2,CCO,Solvent,0.2006,,NCCNCCO,Solvent,0.7994,,,,,,,,,,1.0070900000000005,0.001025,,,10.1021/acs.jced.7b00321,thr
7903,8049525020522480714,293.15,101.0,Liquid,2,CCO,Solvent,0.7992,,NCCCO,Solvent,0.2008,,,,,,,,,,0.8479800000000002,0.000995,,,10.1021/acs.jced.7b00321,thr
7904,-6365380567404185959,293.15,101.0,Liquid,2,CCO,Solvent,0.5001,,NCCCO,Solvent,0.4999,,,,,,,,,,0.9141300000000002,0.00101,,,10.1021/acs.jced.7b00321,thr
7905,1540227758501294660,293.15,101.0,Liquid,2,CCO,Solvent,0.2000999999999999,,NCCCO,Solvent,0.7999,,,,,,,,,,0.9633500000000004,0.000985,,,10.1021/acs.jced.7b00321,thr
7906,6927641620209503790,293.15,101.0,Liquid,2,CCO,Solvent,0.6999,,NCCNCCN,Solvent,0.3001,,,,,,,,,,0.8887400000000002,0.00128,,,10.1021/acs.jced.7b00321,thr
7907,9162580750800328600,293.15,101.0,Liquid,2,CCO,Solvent,0.5002,,NCCNCCN,Solvent,0.4998,,,,,,,,,,0.9187700000000002,0.001345,,,10.1021/acs.jced.7b00321,thr
7908,-2565940279480744381,293.15,101.0,Liquid,2,CCO,Solvent,0.2002,,NCCNCCN,Solvent,0.7998,,,,,,,,,,0.9430800000000004,0.001185,,,10.1021/acs.jced.7b00321,thr
7969,6343097966622804578,298.15,101.3,Liquid,2,CCO,Solvent,0.7,,O=C1CCCC1,Solvent,0.3,,,,,,,,,,0.8536900000000003,0.00054,,,10.1021/acs.jced.8b00217,thr
7970,-3424073556842860951,298.15,101.3,Liquid,2,CCO,Solvent,0.5,,O=C1CCCC1,Solvent,0.5,,,,,,,,,,0.8881700000000001,0.000525,,,10.1021/acs.jced.8b00217,thr
7971,3523616471195779262,298.15,101.3,Liquid,2,CCO,Solvent,0.1999999999999999,,O=C1CCCC1,Solvent,0.8,,,,,,,,,,0.92718,0.000515,,,10.1021/acs.jced.8b00217,thr
7987,3959125672885666863,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2002,,CCO,Solvent,0.7998000000000001,,,,,,0.7909,0.0087,,,,,,,10.1021/je7006633,thr
7988,9118345339569161354,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.5007,,CCO,Solvent,0.4992999999999999,,,,,,1.1774,0.0127,,,,,,,10.1021/je7006633,thr
7989,7557145481717008681,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7002,,CCO,Solvent,0.2997999999999999,,,,,,1.0629,0.0115,,,,,,,10.1021/je7006633,thr
7996,-3440380053620716867,298.15,101.32,Liquid,2,CCO,Solvent,0.75,,COCCOCCOC,Solvent,0.25,,,,,,,,,,0.8566000000000003,0.0002,,,10.1021/je0302304,thr
7997,-7028361421760890506,298.15,101.32,Liquid,2,CCO,Solvent,0.5001,,COCCOCCOC,Solvent,0.4999,,,,,,,,,,0.8964000000000002,0.00015,,,10.1021/je0302304,thr
7998,2410883482498767176,298.15,101.32,Liquid,2,CCO,Solvent,0.2501,,COCCOCCOC,Solvent,0.7499,,,,,,,,,,0.9214000000000002,0.00015,,,10.1021/je0302304,thr
8124,3491392307577869222,298.2,100.0,Liquid,2,CCO,Solvent,0.9462558,,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Solvent,0.0537442,,,,,,,,,,0.8199000000000002,0.00035,,,10.1021/acs.jced.5b00201,thr
8169,2962126299481526567,293.15,101.0,Liquid,2,CC#N,Solvent,0.2007,,CCO,Solvent,0.7993,,,,,,,,,,0.7859900000000002,0.000155,,,10.1021/je050519g,thr
8170,7838470204494886454,293.15,101.0,Liquid,2,CC#N,Solvent,0.5001,,CCO,Solvent,0.4999,,,,,,,,,,0.7830800000000002,0.00015,,,10.1021/je050519g,thr
8171,-7646555477060523255,293.15,101.0,Liquid,2,CC#N,Solvent,0.6994,,CCO,Solvent,0.3006,,,,,,,,,,0.7808900000000002,0.00015,,,10.1021/je050519g,thr
8235,-5831730972254203277,298.15,100.0,Liquid,2,CCCCCCO,Solvent,0.6996,,CCO,Solvent,0.3004,,,,,,,,,,0.8097000000000002,0.0001,,,10.1021/je501133u,thr
8236,-7149908917439782789,298.15,100.0,Liquid,2,CCCCCCO,Solvent,0.5002,,CCO,Solvent,0.4998,,,,,,,,,,0.8050000000000002,0.0001,,,10.1021/je501133u,thr
8237,6465045613303021470,298.15,100.0,Liquid,2,CCCCCCO,Solvent,0.2005,,CCO,Solvent,0.7995,,,,,,,,,,0.7952000000000002,0.0001,,,10.1021/je501133u,thr
8238,-3593472730771362497,298.15,100.0,Liquid,2,CCCCCCCO,Solvent,0.7992,,CCO,Solvent,0.2008,,,,,,,,,,0.8159000000000002,0.00065,,,10.1021/je400630f,thr
8239,3616339701502870751,298.15,100.0,Liquid,2,CCCCCCCO,Solvent,0.4999,,CCO,Solvent,0.5001,,,,,,,,,,0.8088000000000002,0.00065,,,10.1021/je400630f,thr
8240,1455982659216766185,298.15,100.0,Liquid,2,CCCCCCCO,Solvent,0.1999999999999999,,CCO,Solvent,0.8,,,,,,,,,,0.7981000000000003,0.00065,,,10.1021/je400630f,thr
8244,7496179986283274215,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.7,,CCO,Solvent,0.3,,,,,,,,,,0.8608000000000001,0.00035,,,10.1021/je030226s,thr
8245,-8234951176369003957,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,0.8452000000000003,0.0004,,,10.1021/je030226s,thr
8246,-2731321669427116889,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.1999999999999999,,CCO,Solvent,0.8,,,,,,,,,,0.8144000000000001,0.00045,,,10.1021/je030226s,thr
8368,8886521123003510123,298.15,101.0,Liquid,2,CC(C)Br,Solvent,0.2,,CCO,Solvent,0.8,,,,,,,,,,0.9363,0.0009,,,10.1021/je100159m,thr
8369,-3120906235330406264,298.15,101.0,Liquid,2,CC(C)Br,Solvent,0.5,,CCO,Solvent,0.5,,,,,,,,,,1.1048000000000002,0.0012,,,10.1021/je100159m,thr
8370,4762269423085032573,298.15,101.0,Liquid,2,CC(C)Br,Solvent,0.7,,CCO,Solvent,0.3,,,,,,,,,,1.1961000000000002,0.00175,,,10.1021/je100159m,thr
8398,-1868972581724295800,313.15,101.3,Liquid,2,CCO,Solvent,0.93939732178121,,O=C(O)CCC(=O)O,Solvent,0.06060267821879,,,,,,,,,,0.8686000000000003,0.0033,,,10.1021/acs.jced.6b00031,thr
8494,8819274134239584175,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.2491,,CCO,Solvent,0.7509,,,,,,0.943,0.01025,,,,,,,10.1021/je700492k,thr
8495,-4285827497104210897,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.4988,,CCO,Solvent,0.5012,,,,,,1.2915,0.01385,,,,,,,10.1021/je700492k,thr
8496,1335158320384223909,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.7494,,CCO,Solvent,0.2506,,,,,,1.1051,0.0119,,,,,,,10.1021/je700492k,thr
8566,-6135701284771394540,298.2,101.3,Liquid,2,CCO,Solvent,0.7005,,COC(=O)CC(C)=O,Solvent,0.2995,,,,,,1.578,0.017,,,,,,,10.1021/je1006482,thr
8567,-4764620686895943320,298.2,101.3,Liquid,2,CCO,Solvent,0.4992,,COC(=O)CC(C)=O,Solvent,0.5008,,,,,,1.791,0.019,,,,,,,10.1021/je1006482,thr
8568,1081031280167017651,298.2,101.3,Liquid,2,CCO,Solvent,0.2989,,COC(=O)CC(C)=O,Solvent,0.7011,,,,,,1.533,0.0165,,,,,,,10.1021/je1006482,thr
8618,624883256463319143,298.15,101.3,Liquid,2,CCO,Solvent,0.7827,,ClC=C(Cl)Cl,Solvent,0.2173,,,,,,,,,,0.9839000000000002,0.0003,,,10.1021/je034203p,thr
8619,-5570269950914904519,298.15,101.3,Liquid,2,CCO,Solvent,0.507,,ClC=C(Cl)Cl,Solvent,0.493,,,,,,,,,,1.1824000000000003,0.00045,,,10.1021/je034203p,thr
8620,1213478468310366476,298.15,101.3,Liquid,2,CCO,Solvent,0.2784999999999999,,ClC=C(Cl)Cl,Solvent,0.7215,,,,,,,,,,1.3171000000000002,0.00055,,,10.1021/je034203p,thr
8651,-7739669285264384568,298.15,101.3,Liquid,2,CCO,Solvent,0.7254,,ClC(Cl)=C(Cl)Cl,Solvent,0.2746,,,,,,,,,,1.1113000000000002,0.00035,,,10.1021/je034203p,thr
8652,-3142635881767684391,298.15,101.3,Liquid,2,CCO,Solvent,0.5399,,ClC(Cl)=C(Cl)Cl,Solvent,0.4601,,,,,,,,,,1.2737000000000005,0.0005,,,10.1021/je034203p,thr
8653,6069122881362701673,298.15,101.3,Liquid,2,CCO,Solvent,0.3056,,ClC(Cl)=C(Cl)Cl,Solvent,0.6944,,,,,,,,,,1.4400000000000004,0.00065,,,10.1021/je034203p,thr
8693,-6795915551290264405,298.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.69975,,CCO,Solvent,0.30025,,,,,,,,,,0.8170000000000002,0.00065,,,10.1021/je400630f,thr
8694,641953922557430352,298.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.49963,,CCO,Solvent,0.50037,,,,,,,,,,0.8117000000000002,0.00065,,,10.1021/je400630f,thr
8695,-4621018996480172426,298.15,100.0,Liquid,2,CCCCCCCCO,Solvent,0.2000999999999999,,CCO,Solvent,0.7999,,,,,,,,,,0.8000000000000002,0.00065,,,10.1021/je400630f,thr
8753,-3926241937098698054,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.2018,,CCO,Solvent,0.7982,,,,,,,,,,0.8106700000000001,0.00635,,,10.1021/je700308j,thr
8754,-813582678031707497,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.5015,,CCO,Solvent,0.4985,,,,,,,,,,0.8418000000000001,0.00261,,,10.1021/je700308j,thr
8755,-2984601864051257176,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.711,,CCO,Solvent,0.289,,,,,,,,,,0.8600200000000002,0.00097,,,10.1021/je700308j,thr
8920,-4287803583871944606,293.15,101.0,Liquid,2,CC(=O)N1CCOCC1,Solvent,0.2164,,CCO,Solvent,0.7836,,,,,,,,,,0.9060900000000004,0.000305,,,10.1021/je8003194,thr
8921,-7672628594619966543,293.15,101.0,Liquid,2,CC(=O)N1CCOCC1,Solvent,0.4957,,CCO,Solvent,0.5043,,,,,,,,,,1.0063100000000005,0.000265,,,10.1021/je8003194,thr
8922,-1146569223056106194,293.15,101.0,Liquid,2,CC(=O)N1CCOCC1,Solvent,0.7348,,CCO,Solvent,0.2652,,,,,,,,,,1.0653700000000002,0.00049,,,10.1021/je8003194,thr
9113,-6223447702879917502,293.15,101.0,Liquid,2,CCO,Solvent,0.8500032803073594,,Oc1cccc2ccccc12,Solvent,0.1499967196926406,,,,,,,,,,0.9073900000000004,4.500000000000001e-05,,,10.1021/je201222n,thr
9116,-5009343139111162791,293.15,101.0,Liquid,2,CCO,Solvent,0.8500032803073594,,Oc1ccc2ccccc2c1,Solvent,0.1499967196926406,,,,,,,,,,0.9026400000000002,4.500000000000001e-05,,,10.1021/je201222n,thr
9119,-3063103124956280626,293.15,101.0,Liquid,2,CCO,Solvent,0.7836610372627127,,Nc1cccc2ccccc12,Solvent,0.2163389627372873,,,,,,,,,,0.9386300000000002,4.000000000000001e-05,,,10.1021/je201222n,thr
9158,-7640286915130168976,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.7547,,CCO,Solvent,0.2453,,,,,,0.654,0.007,,,,,,,10.1021/je200851a,thr
9159,-158158562388643043,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.4978,,CCO,Solvent,0.5022,,,,,,0.677,0.0075,,,,,,,10.1021/je200851a,thr
9160,1674944114807331155,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.251,,CCO,Solvent,0.749,,,,,,0.542,0.006,,,,,,,10.1021/je200851a,thr
134,8027670688779356697,298.15,101.325,Liquid,1,Cc1ccc(O)cc1,Solvent,1.0,,,,,,,,,,,,,,1.1540000000000004,0.025,,,10.1016/j.jct.2006.12.017,tyr
2922,212558186225713566,303.15,101.0,Liquid,2,COc1ccc(C=O)cc1,Solvent,0.2717,,Cc1ccc(O)cc1,Solvent,0.7283,,,,,,,,,,1.0446000000000002,0.00525,,,10.1016/j.jct.2011.05.018,tyr
2923,7891128375732385595,303.15,101.0,Liquid,2,COc1ccc(C=O)cc1,Solvent,0.4654,,Cc1ccc(O)cc1,Solvent,0.5346,,,,,,,,,,1.0612000000000004,0.0053,,,10.1016/j.jct.2011.05.018,tyr
2924,6064672594637699089,303.15,101.0,Liquid,2,COc1ccc(C=O)cc1,Solvent,0.7769,,Cc1ccc(O)cc1,Solvent,0.2230999999999999,,,,,,,,,,1.0893000000000002,0.00545,,,10.1016/j.jct.2011.05.018,tyr
4234,-8690246990993093645,303.15,100.0,Liquid,2,CCO,Solvent,0.2624,,Cc1ccc(O)cc1,Solvent,0.7376,,,,,,,,,,0.9859300000000002,0.0006,,,10.1016/j.jct.2018.12.039,tyr
4235,1270213352698356218,303.15,100.0,Liquid,2,CCO,Solvent,0.4707,,Cc1ccc(O)cc1,Solvent,0.5293,,,,,,,,,,0.9452300000000002,0.0006,,,10.1016/j.jct.2018.12.039,tyr
4236,-7801510855465254103,303.15,100.0,Liquid,2,CCO,Solvent,0.7805,,Cc1ccc(O)cc1,Solvent,0.2195,,,,,,,,,,0.8634700000000002,0.000605,,,10.1016/j.jct.2018.12.039,tyr
9017,603326511079589125,303.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.7187,,Cc1ccccc1,Solvent,0.2813,,,,,,,,,,0.9799100000000002,9.000000000000002e-05,,,10.1021/je100888h,tyr
9018,-2145630062574247211,303.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.5085999999999999,,Cc1ccccc1,Solvent,0.4914,,,,,,,,,,0.9443200000000004,0.000115,,,10.1021/je100888h,tyr
9019,3466414748173555819,303.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.2249999999999999,,Cc1ccccc1,Solvent,0.775,,,,,,,,,,0.8973700000000002,0.000145,,,10.1021/je100888h,tyr
9020,4175726249904997292,303.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.548,,O,Solvent,0.4519999999999999,,,,,,,,,,1.02042,8.500000000000002e-05,,,10.1021/je100888h,tyr
9021,1676204989818783056,303.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.74,,O,Solvent,0.26,,,,,,,,,,1.0233300000000003,9.000000000000002e-05,,,10.1021/je100888h,tyr
